row ID,row m/z,row retention time,26C sample 1 Peak status,26C sample 1 Peak name,26C sample 1 Peak m/z,26C sample 1 Peak RT,
5040,826.482177734375,2.8772533333333334,DETECTED,826.482 m/z @2.9 [26C sample 1],826.482177734375,2.8772533333333334,
5041,826.5090942382812,3.0460783333333334,DETECTED,826.509 m/z @3.0 [26C sample 1],826.5090942382812,3.0460783333333334,
5042,826.5302124023438,2.8982466666666666,DETECTED,826.530 m/z @2.9 [26C sample 1],826.5302124023438,2.8982466666666666,
5043,826.7467651367188,3.7394133333333333,DETECTED,826.747 m/z @3.7 [26C sample 1],826.7467651367188,3.7394133333333333,
5044,827.0956420898438,13.215411666666666,DETECTED,827.096 m/z @13.2 [26C sample 1],827.0956420898438,13.215411666666666,
5045,827.1248779296875,14.502086666666667,DETECTED,827.125 m/z @14.5 [26C sample 1],827.1248779296875,14.502086666666667,
5046,827.5122680664062,3.2810833333333336,DETECTED,827.512 m/z @3.3 [26C sample 1],827.5122680664062,3.2810833333333336,
5047,827.5347900390625,2.8982466666666666,DETECTED,827.535 m/z @2.9 [26C sample 1],827.5347900390625,2.8982466666666666,
5048,828.0128784179688,3.366411666666667,DETECTED,828.013 m/z @3.4 [26C sample 1],828.0128784179688,3.366411666666667,
5049,828.0567626953125,13.504078333333332,DETECTED,828.057 m/z @13.5 [26C sample 1],828.0567626953125,13.504078333333332,
5050,828.0974731445312,13.215411666666666,DETECTED,828.097 m/z @13.2 [26C sample 1],828.0974731445312,13.215411666666666,
5051,828.5193481445312,3.1312450000000003,DETECTED,828.519 m/z @3.1 [26C sample 1],828.5193481445312,3.1312450000000003,
5052,828.5357666015625,2.8982466666666666,DETECTED,828.536 m/z @2.9 [26C sample 1],828.5357666015625,2.8982466666666666,
5053,828.6510009765625,11.240253333333333,DETECTED,828.651 m/z @11.2 [26C sample 1],828.6510009765625,11.240253333333333,
5054,829.0612182617188,13.456578333333333,DETECTED,829.061 m/z @13.5 [26C sample 1],829.0612182617188,13.456578333333333,
5055,829.1535034179688,11.217246666666666,DETECTED,829.154 m/z @11.2 [26C sample 1],829.1535034179688,11.217246666666666,
5056,829.5231323242188,3.217085,DETECTED,829.523 m/z @3.2 [26C sample 1],829.5231323242188,3.217085,
